,ISO_A3
2181,DEU
2182,DEU
2183,DEU
2184,DEU
2185,USA
2186,DEU
2187,DEU
2188,DEU
2189,USA
2190,DEU
2191,DEU
2192,DEU
2193,DEU
2194,DEU
2195,USA
2196,USA
2197,USA
2198,USA
2199,DEU
2200,DEU
2201,DEU
2202,DEU
2203,JAM
2204,CAN
2205,AUS
2206,USA
2207,USA
2208,DEU
2209,DEU
2210,ROU
2211,BEL
2212,CAN
2213,CAN
2214,CAN
2215,CAN
2216,CAN
2217,CAN
2218,CAN
2219,USA
2220,ZAF
2221,ROU
2222,CZE
2223,BRA
2224,CZE
2225,CHE
2226,BEL
2227,CHE
2228,USA
2229,DEU
2230,DEU
2231,DEU
2232,DEU
2233,DEU
2234,DEU
2235,DEU
2236,CHE
2237,CHE
2238,USA
2239,GBR
2240,NLD
2241,KGZ
2242,AUS
2243,AUS
2244,ITA
2245,USA
2246,USA
2247,RUS
2248,FRA
2249,BRA
2250,BRA
2251,DEU
2252,DEU
2253,DEU
2254,DEU
2255,USA
2256,DEU
2257,FRA
2258,DEU
2259,DEU
2260,DEU
2261,DEU
2262,DEU
2263,DEU
2264,DEU
2265,DEU
2266,DEU
2267,DEU
2268,DEU
2269,DEU
2270,DEU
2271,DEU
2272,DEU
2273,DEU
2274,DEU
2275,DEU
2276,DNK
2277,NZL
2278,DEU
2279,DEU
2280,DEU
2281,DEU
2282,DEU
2283,AZE
2284,NLD
2285,FRA
2286,ESP
2287,USA
2288,USA
2289,DEU
2290,ESP
2291,MEX
2292,POL
2293,GRC
2294,GRC
2295,ETH
2296,ETH
2297,ETH
2298,ETH
2299,ETH
2300,HUN
2301,HUN
2302,RUS
2303,RUS
2304,RUS
2305,NOR
2306,ZAF
2307,ZAF
2308,NLD
2309,NOR
2310,CMR
2311,BLR
2312,CAN
2313,ESP
2314,ESP
2315,USA
2316,AUS
2317,AUS
2318,AUS
2319,NLD
2320,UKR
2321,RUS
2322,RUS
2323,RUS
2324,RUS
2325,RUS
2326,RUS
2327,CUB
2328,USA
2329,USA
2330,CAN
2331,AUS
2332,USA
2333,USA
2334,CAN
2335,AUS
2336,AUS
2337,CUB
2338,CUB
2339,CUB
2340,AUS
2341,USA
2342,USA
2343,USA
2344,USA
2345,USA
2346,COL
2347,COL
2348,ITA
2349,ITA
2350,ITA
2351,ITA
2352,ITA
2353,ITA
2354,ITA
2355,GBR
2356,ITA
2357,ITA
2358,ITA
2359,ITA
2360,ITA
2361,ITA
2362,ITA
2363,ITA
2364,ITA
2365,ITA
2366,ESP
2367,ESP
2368,ESP
2369,ESP
2370,RUS
2371,RUS
2372,RUS
2373,RUS
2374,AUS
2375,RUS
2376,USA
2377,USA
2378,USA
2379,RUS
2380,RUS
2381,RUS
2382,RUS
2383,RUS
2384,RUS
2385,RUS
2386,RUS
2387,RUS
2388,RUS
2389,RUS
2390,RUS
2391,RUS
2392,RUS
2393,RUS
2394,RUS
2395,RUS
2396,DEU
2397,CUB
2398,CUB
2399,PRT
2400,RUS
2401,RUS
2402,RUS
2403,RUS
2404,RUS
2405,RUS
2406,RUS
2407,KAZ
2408,KAZ
2409,RUS
2410,RUS
2411,RUS
2412,MAR
2413,FRA
2414,CZE
2415,CZE
2416,ITA
2417,DEU
2418,DEU
2419,POL
2420,DEU
2421,HUN
2422,DEU
2423,DEU
2424,HUN
2425,HUN
2426,HUN
2427,HUN
2428,HUN
2429,HUN
2430,SWE
2431,SWE
2432,USA
2433,ITA
2434,ITA
2435,CZE
2436,CAN
2437,CAN
2438,CAN
2439,ITA
2440,AUS
2441,SWE
2442,SWE
2443,SWE
2444,SWE
2445,SWE
2446,SWE
2447,SWE
2448,SWE
2449,USA
2450,USA
2451,MAR
2452,MAR
2453,POL
2454,DZA
2455,PRY
2456,USA
2457,USA
2458,USA
2459,USA
2460,CAN
2461,CAN
2462,NLD
2463,USA
2464,FRA
2465,USA
2466,USA
2467,USA
2468,USA
2469,USA
2470,USA
2471,USA
2472,USA
2473,USA
2474,GBR
2475,GBR
2476,GBR
2477,CAN
2478,GBR
2479,USA
2480,GBR
2481,GBR
2482,AUS
2483,GBR
2484,GBR
2485,GBR
2486,GBR
2487,NZL
2488,NLD
2489,NLD
2490,NLD
2491,USA
2492,CAN
2493,CAN
2494,USA
2495,USA
2496,CUB
2497,DEU
2498,GBR
2499,ROU
2500,USA
2501,USA
2502,USA
2503,SVK
2504,ITA
2505,CHE
2506,CHE
2507,CHE
2508,CHE
2509,CHE
2510,CHE
2511,CZE
2512,ROU
2513,BGR
2514,ROU
2515,ROU
2516,HUN
2517,HUN
2518,HUN
2519,HUN
2520,HUN
2521,RUS
2522,TUR
2523,RUS
2524,USA
2525,USA
2526,USA
2527,ROU
2528,HUN
2529,GBR
2530,GBR
2531,GBR
2532,GBR
2533,GBR
2534,GBR
2535,GBR
2536,UKR
2537,UKR
2538,RUS
2539,RUS
2540,RUS
2541,RUS
2542,RUS
2543,RUS
2544,RUS
2545,SWE
2546,SWE
2547,FIN
2548,FIN
2549,SWE
2550,FIN
2551,FIN
2552,USA
2553,USA
2554,USA
2555,USA
2556,USA
2557,USA
2558,ITA
2559,ITA
2560,ITA
2561,ITA
2562,NOR
2563,NOR
2564,CAN
2565,RUS
2566,AUT
2567,FRA
2568,FRA
2569,USA
2570,USA
2571,USA
2572,CZE
2573,SWE
2574,NOR
2575,CAN
2576,DEU
2577,USA
2578,NOR
2579,NOR
2580,NOR
2581,NOR
2582,NOR
2583,NOR
2584,CAN
2585,CAN
2586,ESP
2587,USA
2588,SWE
2589,SWE
2590,SWE
2591,SWE
2592,AUT
2593,SWE
2594,SWE
2595,SWE
2596,SWE
2597,SWE
2598,SWE
2599,SWE
2600,SWE
2601,SWE
2602,NOR
2603,NOR
2604,USA
2605,SWE
2606,SWE
2607,SWE
2608,SWE
2609,SWE
2610,SWE
2611,NLD
2612,NLD
2613,SWE
2614,SWE
2615,SWE
2616,NOR
2617,SWE
2618,UKR
2619,AUS
2620,HUN
2621,NLD
2622,NLD
2623,HUN
2624,USA
2625,USA
2626,USA
2627,USA
2628,RUS
2629,RUS
2630,USA
2631,SWE
2632,SWE
2633,CUB
2634,CUB
2635,USA
2636,BRA
2637,FRA
2638,FRA
2639,FRA
2640,FRA
2641,FRA
2642,FRA
2643,CAN
2644,TTO
2645,GBR
2646,ITA
2647,ITA
2648,BRA
2649,ITA
2650,FRA
2651,FRA
2652,POL
2653,DEU
2654,DEU
2655,CAN
2656,FRA
2657,DEU
2658,NOR
2659,NOR
2660,FRA
2661,FRA
2662,BEL
2663,FRA
2664,ITA
2665,GBR
2666,GBR
2667,AUS
2668,AUS
2669,AUS
2670,DNK
2671,FRA
2672,NOR
2673,FRA
2674,DEU
2675,HUN
2676,HUN
2677,HUN
2678,SWE
2679,SWE
2680,ITA
2681,ITA
2682,ITA
2683,ITA
2684,ITA
2685,ITA
2686,ITA
2687,ITA
2688,ITA
2689,ITA
2690,ITA
2691,ITA
2692,FRA
2693,DEU
2694,FRA
2695,FRA
2696,AUS
2697,USA
2698,SWE
2699,USA
2700,USA
2701,RUS
2702,HUN
2703,HUN
2704,HUN
2705,NLD
2706,RUS
2707,RUS
2708,ROU
2709,ROU
2710,CMR
2711,RUS
2712,FRA
2713,USA
2714,USA
2715,AUS
2716,RUS
2717,RUS
2718,RUS
2719,CUB
2720,CUB
2721,CAN
2722,RUS
2723,CHE
2724,CHE
2725,FRA
2726,SWE
2727,FRA
2728,DEU
2729,ITA
2730,GBR
2731,NLD
2732,NLD
2733,GBR
2734,CAN
2735,AUS
2736,DEU
2737,NZL
2738,NZL
2739,FRA
2740,FRA
2741,USA
2742,NOR
2743,DEU
2744,DEU
2745,DEU
2746,DEU
2747,USA
2748,DEU
2749,DEU
2750,TUR
2751,FRA
2752,RUS
2753,UKR
2754,UKR
2755,USA
2756,IND
2757,GBR
2758,GBR
2759,USA
2760,CHN
2761,ITA
2762,RUS
2763,RUS
2764,ITA
2765,ITA
2766,ITA
2767,ITA
2768,ITA
2769,ITA
2770,ITA
2771,ITA
2772,ITA
2773,ITA
2774,ITA
2775,FRA
2776,CHE
2777,USA
2778,ITA
2779,POL
2780,POL
2781,FRA
2782,ITA
2783,GBR
2784,USA
2785,HRV
2786,BLR
2787,BLR
2788,USA
2789,CHE
2790,ARG
2791,MAR
2792,DNK
2793,NOR
2794,DEU
2795,DEU
2796,DEU
2797,DEU
2798,DEU
2799,AUT
2800,AUT
2801,AUT
2802,CHE
2803,RUS
2804,RUS
2805,RUS
2806,RUS
2807,RUS
2808,DEU
2809,POL
2810,FIN
2811,CAN
2812,CAN
2813,NLD
2814,LVA
2815,USA
2816,USA
2817,GBR
2818,GBR
2819,GBR
2820,GBR
2821,HRV
2822,FRA
2823,TUR
2824,ETH
2825,ETH
2826,BGR
2827,KEN
2828,FRA
2829,USA
2830,TUR
2831,USA
2832,USA
2833,USA
2834,USA
2835,USA
2836,TUR
2837,FRA
2838,USA
2839,USA
2840,IND
2841,USA
2842,USA
2843,USA
2844,USA
2845,USA
2846,USA
2847,CAN
2848,CAN
2849,CAN
2850,UKR
2851,RUS
2852,RUS
2853,RUS
2854,RUS
2855,RUS
2856,RUS
2857,RUS
2858,BGR
2859,GRC
2860,NLD
2861,DEU
2862,IND
2863,GBR
2864,GBR
2865,GBR
2866,ITA
2867,ITA
2868,ITA
2869,FRA
2870,USA
2871,USA
2872,USA
2873,USA
2874,USA
2875,USA
2876,USA
2877,USA
2878,USA
2879,USA
2880,USA
2881,SWE
2882,FRA
2883,BRA
2884,ITA
2885,ITA
2886,SRB
2887,DNK
2888,DNK
2889,DNK
2890,GBR
2891,NZL
2892,USA
2893,USA
2894,USA
2895,USA
2896,USA
2897,AUS
2898,KEN
2899,DNK
2900,NOR
2901,NOR
2902,GBR
2903,POL
2904,ROU
2905,AUS
2906,HUN
2907,HUN
2908,HUN
2909,ROU
2910,ROU
2911,ROU
2912,GBR
2913,RUS
2914,DEU
2915,DEU
2916,DEU
2917,DEU
2918,DEU
2919,DEU
2920,DEU
2921,DEU
2922,DNK
2923,AUS
2924,GBR
2925,USA
2926,ITA
2927,ITA
2928,CAN
2929,USA
2930,AUT
2931,GBR
2932,KEN
2933,KEN
2934,DEU
2935,DEU
2936,DEU
2937,KEN
2938,USA
2939,DNK
2940,SWE
2941,FIN
2942,FIN
2943,SWE
2944,SWE
2945,USA
2946,SWE
2947,FIN
2948,BRA
2949,FIN
2950,SWE
2951,SWE
2952,FIN
2953,SWE
2954,NOR
2955,NOR
2956,NOR
2957,NOR
2958,NOR
2959,NOR
2960,NOR
2961,NOR
2962,NOR
2963,NOR
2964,NOR
2965,NOR
2966,NOR
2967,NOR
2968,NOR
2969,NOR
2970,NOR
2971,NOR
2972,NOR
2973,NOR
2974,NOR
2975,NOR
2976,NOR
2977,NOR
2978,NOR
2979,NOR
2980,NOR
2981,NOR
2982,NOR
2983,NOR
2984,NOR
2985,DNK
2986,DNK
2987,CAN
2988,USA
2989,CAN
2990,USA
2991,USA
2992,USA
2993,AUS
2994,GBR
2995,GBR
2996,GBR
2997,CAN
2998,CAN
2999,USA
3000,GBR
3001,CAN
3002,CAN
3003,AUS
3004,GBR
3005,SWE
3006,JAM
3007,BEL
3008,SWE
3009,RUS
3010,BGR
3011,BGR
3012,BGR
3013,USA
3014,USA
3015,USA
3016,USA
3017,USA
3018,USA
3019,USA
3020,USA
3021,USA
3022,USA
3023,NLD
3024,USA
3025,JAM
3026,CAN
3027,JAM
3028,JAM
3029,JAM
3030,JAM
3031,DNK
3032,FRA
3033,CAN
3034,ITA
3035,ITA
3036,FRA
3037,FRA
3038,FRA
3039,FRA
3040,CUB
3041,USA
3042,NLD
3043,NLD
3044,POL
3045,POL
3046,DEU
3047,NLD
3048,NLD
3049,NLD
3050,NLD
3051,USA
3052,ESP
3053,BRA
3054,DEU
3055,DEU
3056,ESP
3057,DEU
3058,USA
3059,BRA
3060,CHE
3061,DNK
3062,RUS
3063,GHA
3064,CZE
3065,TTO
3066,TTO
3067,USA
3068,USA
3069,USA
3070,USA
3071,USA
3072,GBR
3073,USA
3074,DEU
3075,USA
3076,RUS
3077,RUS
3078,RUS
3079,RUS
3080,RUS
3081,BEL
3082,BEL
3083,BEL
3084,BEL
3085,BEL
3086,BEL
3087,URY
3088,RUS
3089,RUS
3090,RUS
3091,RUS
3092,FRA
3093,DEU
3094,DEU
3095,DEU
3096,DEU
3097,DEU
3098,DEU
3099,CHE
3100,RUS
3101,RUS
3102,NLD
3103,NLD
3104,NLD
3105,SWE
3106,SWE
3107,SWE
3108,SWE
3109,SWE
3110,SWE
3111,SWE
3112,FIN
3113,FRA
3114,GBR
3115,USA
3116,DEU
3117,DEU
3118,DEU
3119,DEU
3120,DEU
3121,DNK
3122,DNK
3123,DEU
3124,FRA
3125,POL
3126,POL
3127,CAN
3128,CAN
3129,GBR
3130,GBR
3131,GBR
3132,GBR
3133,AUS
3134,ROU
3135,POL
3136,HUN
3137,CZE
3138,ROU
3139,AUS
3140,AUS
3141,RUS
3142,RUS
3143,RUS
3144,RUS
3145,RUS
3146,FRA
3147,BEL
3148,BRA
3149,ITA
3150,ITA
3151,RUS
3152,RUS
3153,RUS
3154,RUS
3155,CHE
3156,DEU
3157,POL
3158,RUS
3159,RUS
3160,RUS
3161,RUS
3162,NOR
3163,DEU
3164,DEU
3165,AUT
3166,AUT
3167,CHE
3168,HUN
3169,HUN
3170,NOR
3171,DEU
3172,USA
3173,DEU
3174,ITA
3175,DEU
3176,DEU
3177,DEU
3178,CHE
3179,AUS
3180,ZAF
3181,HUN
3182,HUN
3183,HUN
3184,HUN
3185,DEU
3186,RUS
3187,HUN
3188,HUN
3189,HUN
3190,HUN
3191,HUN
3192,DNK
3193,NLD
3194,NLD
3195,NLD
3196,FRA
3197,FRA
3198,NLD
3199,NLD
3200,NLD
3201,USA
3202,DEU
3203,DEU
3204,NLD
3205,DEU
3206,BGR
3207,POL
3208,RUS
3209,RUS
3210,AUT
3211,RUS
3212,RUS
3213,RUS
3214,RUS
3215,BGR
3216,BGR
3217,RUS
3218,RUS
3219,SRB
3220,SRB
3221,BLR
3222,BLR
3223,BLR
3224,BLR
3225,RUS
3226,HUN
3227,USA
3228,ROU
3229,RUS
3230,RUS
3231,RUS
3232,RUS
3233,RUS
3234,RUS
3235,CHE
3236,USA
3237,USA
3238,USA
3239,ITA
3240,BGR
3241,RUS
3242,DEU
3243,RUS
3244,RUS
3245,DEU
3246,DEU
3247,SWE
3248,SWE
3249,SWE
3250,FIN
3251,DEU
3252,DEU
3253,DEU
3254,NOR
3255,DNK
3256,USA
3257,USA
3258,FRA
3259,BEL
3260,BEL
3261,BEL
3262,FRA
3263,FRA
3264,FRA
3265,FRA
3266,KEN
3267,KEN
3268,USA
3269,FRA
3270,FRA
3271,FRA
3272,SWE
3273,FRA
3274,DNK
3275,DNK
3276,DNK
3277,DEU
3278,IND
3279,GBR
3280,GBR
3281,USA
3282,RUS
3283,TTO
3284,TTO
3285,TTO
3286,TTO
3287,DEU
3288,DEU
3289,DEU
3290,DEU
3291,SWE
3292,USA
3293,USA
3294,NLD
3295,NLD
3296,VEN
3297,GEO
3298,DEU
3299,DEU
3300,DEU
3301,CHE
3302,CHE
3303,ITA
3304,RUS
3305,RUS
3306,JAM
3307,JAM
3308,JAM
3309,JAM
3310,JAM
3311,JAM
3312,JAM
3313,JAM
3314,SWE
3315,SWE
3316,SWE
3317,SWE
3318,SWE
3319,USA
3320,USA
3321,HUN
3322,HUN
3323,DEU
3324,ITA
3325,KEN
3326,ITA
3327,ITA
3328,ITA
3329,FRA
3330,ITA
3331,BGR
3332,GBR
3333,NZL
3334,NZL
3335,ROU
3336,RUS
3337,RUS
3338,RUS
3339,RUS
3340,UKR
3341,RUS
3342,DNK
3343,SWE
3344,SWE
3345,FRA
3346,FRA
3347,DEU
3348,FRA
3349,ITA
3350,KOR
3351,USA
3352,USA
3353,USA
3354,CAN
3355,ITA
3356,ITA
3357,ITA
3358,FRA
3359,ITA
3360,DEU
3361,POL
3362,DEU
3363,DEU
3364,FRA
3365,NOR
3366,FRA
3367,FRA
3368,FRA
3369,FRA
3370,USA
3371,FRA
3372,FRA
3373,ITA
3374,ITA
3375,ITA
3376,ITA
3377,ITA
3378,DEU
3379,DEU
3380,DEU
3381,DEU
3382,USA
3383,ROU
3384,ROU
3385,FRA
3386,FRA
3387,USA
3388,NLD
3389,NLD
3390,BEL
3391,NLD
3392,NLD
3393,NLD
3394,NLD
3395,NLD
3396,NLD
3397,BEL
3398,THA
3399,THA
3400,AUT
3401,THA
3402,DEU
3403,NLD
3404,USA
3405,AUS
3406,AUS
3407,AUS
3408,USA
3409,GBR
3410,USA
3411,USA
3412,USA
3413,USA
3414,TJK
3415,SWE
3416,USA
3417,USA
3418,HRV
3419,NOR
3420,USA
3421,DEU
3422,AUS
3423,AUS
3424,RUS
3425,DEU
3426,DEU
3427,DEU
3428,NLD
3429,FRA
3430,USA
3431,USA
3432,ITA
3433,FRA
3434,ITA
3435,RUS
3436,SWE
3437,SWE
3438,SWE
3439,SWE
3440,SWE
3441,SWE
3442,USA
3443,BRA
3444,BRA
3445,BRA
3446,BRA
3447,BRA
3448,URY
3449,BGR
3450,RUS
3451,RUS
3452,RUS
3453,RUS
3454,RUS
3455,BGR
3456,MEX
3457,MEX
3458,URY
3459,SWE
3460,HUN
3461,DEU
3462,DEU
3463,GBR
3464,BEL
3465,DEU
3466,DEU
3467,UKR
3468,RUS
3469,DEU
3470,DEU
3471,DEU
3472,DEU
3473,DEU
3474,AUS
3475,ROU
3476,ROU
3477,HUN
3478,HUN
3479,HUN
3480,FRA
3481,DEU
3482,DEU
3483,DEU
3484,RUS
3485,NZL
3486,CUB
3487,GBR
3488,DEU
3489,DEU
3490,DEU
3491,CUB
3492,ROU
3493,ITA
3494,RUS
3495,RUS
3496,NOR
3497,RUS
3498,ITA
3499,ITA
3500,ITA
3501,USA
3502,UKR
3503,RUS
3504,RUS
3505,RUS
3506,RUS
3507,RUS
3508,RUS
3509,RUS
3510,RUS
3511,DEU
3512,NLD
3513,NLD
3514,NLD
3515,NLD
3516,NLD
3517,NLD
3518,CZE
3519,CZE
3520,CZE
3521,CZE
3522,ITA
3523,ITA
3524,ITA
3525,NLD
3526,NLD
3527,NLD
3528,CHE
3529,NLD
3530,NLD
3531,NLD
3532,FRA
3533,DEU
3534,POL
3535,USA
3536,ITA
3537,HRV
3538,SRB
3539,ESP
3540,BEL
3541,BEL
3542,FRA
3543,NLD
3544,CHE
3545,CAN
3546,ITA
3547,ARG
3548,ARG
3549,FRA
3550,USA
3551,USA
3552,USA
3553,SWE
3554,SWE
3555,ITA
3556,USA
3557,HUN
3558,MEX
3559,RUS
3560,RUS
3561,DEU
3562,USA
3563,HUN
3564,USA
3565,USA
3566,CAN
3567,CAN
3568,CAN
3569,CAN
3570,ITA
3571,USA
3572,USA
3573,AUT
3574,AUT
3575,TUN
3576,FRA
3577,USA
3578,FRA
3579,CAN
3580,CAN
3581,CAN
3582,CAN
3583,FRA
3584,FRA
3585,BEL
3586,BEL
3587,FRA
3588,FRA
3589,USA
3590,USA
3591,USA
3592,USA
3593,FRA
3594,CAN
3595,CAN
3596,NLD
3597,GBR
3598,FRA
3599,FRA
3600,FRA
3601,FRA
3602,FRA
3603,FRA
3604,FRA
3605,FRA
3606,TGO
3607,MAR
3608,FRA
3609,FRA
3610,DZA
3611,CAN
3612,NLD
3613,NLD
3614,GRC
3615,FRA
3616,CAN
3617,USA
3618,FRA
3619,FRA
3620,FRA
3621,FRA
3622,FRA
3623,BEL
3624,USA
3625,CAN
3626,GBR
3627,FRA
3628,CHE
3629,USA
3630,FRA
3631,FRA
3632,FRA
3633,FRA
3634,MAR
3635,FRA
3636,NLD
3637,FRA
3638,CHE
3639,NLD
3640,NLD
3641,NLD
3642,NLD
3643,NLD
3644,CAN
3645,NLD
3646,NLD
3647,CZE
3648,FRA
3649,NLD
3650,NLD
3651,TTO
3652,RUS
3653,ITA
3654,ITA
3655,ITA
3656,FRA
3657,ITA
3658,CAN
3659,USA
3660,USA
3661,AUS
3662,GBR
3663,USA
3664,USA
3665,USA
3666,GBR
3667,USA
3668,AUS
3669,USA
3670,USA
3671,USA
3672,USA
3673,USA
3674,DEU
3675,RUS
3676,RUS
3677,RUS
3678,RUS
3679,AUS
3680,AUS
3681,USA
3682,USA
3683,CAN
3684,USA
3685,CAN
3686,AUS
3687,RUS
3688,CAN
3689,AUS
3690,AUS
3691,AUS
3692,GBR
3693,USA
3694,NOR
3695,PER
3696,USA
3697,RUS
3698,BGR
3699,BGR
3700,BGR
3701,BGR
3702,FRA
3703,FRA
3704,HUN
3705,HUN
3706,ITA
3707,ITA
3708,FRA
3709,NOR
3710,NOR
3711,DNK
3712,NOR
3713,NOR
3714,DNK
3715,DNK
3716,NOR
3717,NOR
3718,NOR
3719,NOR
3720,NOR
3721,NLD
3722,NOR
3723,NOR
3724,NOR
3725,GBR
3726,GBR
3727,GBR
3728,ITA
3729,ITA
3730,ITA
3731,DEU
3732,DEU
3733,USA
3734,USA
3735,AUS
3736,AUS
3737,USA
3738,USA
3739,AUS
3740,USA
3741,USA
3742,USA
3743,USA
3744,USA
3745,USA
3746,BEL
3747,USA
3748,RUS
3749,ITA
3750,ITA
3751,ITA
3752,ITA
3753,ITA
3754,RUS
3755,GBR
3756,CAN
3757,CUB
3758,GBR
3759,GBR
3760,GBR
3761,SRB
3762,CAN
3763,ITA
3764,NZL
3765,BRA
3766,CMR
3767,AUS
3768,CHE
3769,USA
3770,ZAF
3771,USA
3772,NLD
3773,DEU
3774,HUN
3775,HUN
3776,DEU
3777,USA
3778,USA
3779,NLD
3780,NLD
3781,DEU
3782,DEU
3783,NOR
3784,NOR
3785,HUN
3786,DEU
3787,DEU
3788,DEU
3789,ROU
3790,ROU
3791,RUS
3792,DEU
3793,GBR
3794,GBR
3795,UKR
3796,NLD
3797,CAN
3798,CAN
3799,CAN
3800,USA
3801,DEU
3802,DEU
3803,DEU
3804,DEU
3805,DEU
3806,DEU
3807,POL
3808,POL
3809,USA
3810,DEU
3811,DEU
3812,USA
3813,GBR
3814,BRA
3815,BRA
3816,LTU
3817,NZL
3818,GBR
3819,DEU
3820,DEU
3821,NOR
3822,NOR
3823,USA
3824,ITA
3825,BEL
3826,USA
3827,NOR
3828,NOR
3829,DEU
3830,USA
3831,USA
3832,USA
3833,USA
3834,USA
3835,FRA
3836,FRA
3837,USA
3838,FRA
3839,DEU
3840,DEU
3841,DEU
3842,DEU
3843,DEU
3844,DEU
3845,DEU
3846,CHE
3847,USA
3848,NOR
3849,NOR
3850,DEU
3851,USA
3852,ITA
3853,FIN
3854,CAN
3855,GBR
3856,DEU
3857,DEU
3858,DEU
3859,DEU
3860,DEU
3861,DEU
3862,NOR
3863,NOR
3864,NOR
3865,NOR
3866,DNK
3867,CAN
3868,AUS
3869,AUS
3870,CAN
3871,AUS
3872,DEU
3873,FIN
3874,CAN
3875,BRA
3876,NLD
3877,NLD
3878,DEU
3879,FRA
3880,CAN
3881,DEU
3882,DEU
3883,DEU
3884,RUS
3885,USA
3886,USA
3887,CAN
3888,AUS
3889,USA
3890,IND
3891,USA
3892,USA
3893,USA
3894,FRA
3895,FRA
3896,FRA
3897,AUS
3898,USA
3899,CAN
3900,CAN
3901,USA
3902,USA
3903,USA
3904,NZL
3905,RUS
3906,DEU
3907,BEL
3908,NLD
3909,DEU
3910,DEU
3911,DEU
3912,DEU
3913,USA
3914,AUS
3915,AUS
3916,GBR
3917,NLD
3918,NLD
3919,USA
3920,DEU
3921,DEU
3922,GBR
3923,NLD
3924,NLD
3925,NLD
3926,DEU
3927,DEU
3928,DEU
3929,DEU
3930,DEU
3931,USA
3932,USA
3933,USA
3934,USA
3935,FRA
3936,CAN
3937,CAN
3938,GBR
3939,AUS
3940,ZAF
3941,ZAF
3942,GBR
3943,DEU
3944,USA
3945,SWE
3946,SWE
3947,USA
3948,CZE
3949,GBR
3950,GBR
3951,AUS
3952,USA
3953,DEU
3954,NLD
3955,NLD
3956,NLD
3957,USA
3958,NOR
3959,NOR
3960,SWE
3961,CAN
3962,CAN
3963,CAN
3964,CAN
3965,CAN
3966,GBR
3967,AUS
3968,AUS
3969,FRA
3970,SWE
3971,FRA
3972,POL
3973,POL
3974,HUN
3975,HUN
3976,NLD
3977,NLD
3978,AUS
3979,AUS
3980,USA
3981,USA
3982,FIN
3983,NLD
3984,SWE
3985,BEL
3986,FRA
3987,AUS
3988,AUS
3989,AUS
3990,POL
3991,POL
3992,DEU
3993,GBR
3994,CAN
3995,USA
3996,GBR
3997,USA
3998,GBR
3999,USA
4000,AUS
4001,AUS
4002,AUS
4003,AUS
4004,AUS
4005,GBR
4006,CAN
4007,GBR
4008,GBR
4009,GBR
4010,NLD
4011,FRA
4012,FRA
4013,DEU
4014,DEU
4015,DEU
4016,DEU
4017,FRA
4018,CAN
4019,USA
4020,AUS
4021,GBR
4022,NZL
4023,FRA
4024,FRA
4025,NLD
4026,NLD
4027,NLD
4028,NLD
4029,NOR
4030,CAN
4031,USA
4032,USA
4033,USA
4034,GBR
4035,USA
4036,USA
4037,USA
4038,USA
4039,USA
4040,USA
4041,USA
4042,USA
4043,USA
4044,GBR
4045,GBR
4046,AUS
4047,AUS
4048,USA
4049,GBR
4050,AUS
4051,USA
4052,USA
4053,CAN
4054,AUS
4055,AUS
4056,USA
4057,GBR
4058,GBR
4059,AUS
4060,ZAF
4061,USA
4062,CAN
4063,CAN
4064,CAN
4065,USA
4066,USA
4067,GBR
4068,USA
4069,CAN
4070,USA
4071,USA
4072,AUS
4073,AUS
4074,USA
4075,USA
4076,AUS
4077,GBR
4078,AUS
4079,USA
4080,GBR
4081,GBR
4082,GBR
4083,GBR
4084,GBR
4085,BEL
4086,AUS
4087,GBR
4088,GBR
4089,USA
4090,USA
4091,USA
4092,DEU
4093,SWE
4094,DEU
4095,DEU
4096,DEU
4097,DEU
4098,DEU
4099,DEU
4100,DEU
4101,DEU
4102,CHE
4103,BEL
4104,ITA
4105,CHE
4106,ITA
4107,FRA
4108,ESP
4109,SWE
4110,FRA
4111,FRA
4112,FRA
4113,FRA
4114,FRA
4115,RUS
4116,RUS
4117,RUS
4118,CZE
4119,NOR
4120,ITA
4121,ITA
4122,ITA
4123,CZE
4124,ITA
4125,USA
4126,USA
4127,USA
4128,CAN
4129,CAN
4130,CAN
4131,ARG
4132,FRA
4133,FRA
4134,FRA
4135,FRA
4136,FRA
4137,FRA
4138,ITA
4139,FRA
4140,FRA
4141,FRA
4142,ARG
4143,FRA
4144,ITA
4145,ITA
4146,BRA
4147,BRA
4148,BRA
4149,SWE
4150,AUT
4151,DEU
4152,ITA
4153,AUT
4154,DEU
4155,DEU
4156,ITA
4157,FRA
4158,ITA
4159,RUS
4160,RUS
4161,RUS
4162,ITA
4163,NOR
4164,NOR
4165,NOR
4166,NOR
4167,BEL
4168,USA
4169,USA
4170,USA
4171,USA
4172,USA
4173,GBR
4174,USA
4175,USA
4176,USA
4177,USA
4178,USA
4179,USA
4180,USA
4181,USA
4182,USA
4183,FIN
4184,NOR
4185,NOR
4186,NOR
4187,RUS
4188,RUS
4189,RUS
4190,RUS
4191,RUS
4192,RUS
4193,UKR
4194,CZE
4195,CZE
4196,CZE
4197,POL
4198,CAN
4199,POL
4200,DNK
4201,DNK
4202,NOR
4203,GBR
4204,LVA
4205,RUS
4206,CZE
4207,CZE
4208,CZE
4209,USA
4210,USA
4211,ZAF
4212,AUS
4213,AUS
4214,GBR
4215,CAN
4216,AUS
4217,FRA
4218,FRA
4219,FRA
4220,FRA
4221,FRA
4222,FRA
4223,FRA
4224,FRA
4225,CHE
4226,DEU
4227,NLD
4228,DEU
